ticker,fiscal_quarter_end,announcement_date,eps_beat,price_1m_before,price_3m_before,price_change_1m_pct,price_change_3m_pct,eps_estimate_average,eps_estimate_high,eps_estimate_low,eps_estimate_analyst_count,eps_estimate_average_7_days_ago,eps_estimate_average_30_days_ago,eps_estimate_average_60_days_ago,eps_estimate_average_90_days_ago,eps_estimate_revision_up_trailing_7_days,eps_estimate_revision_down_trailing_7_days,eps_estimate_revision_up_trailing_30_days,eps_estimate_revision_down_trailing_30_days,revenue_estimate_average,revenue_estimate_high,revenue_estimate_low,revenue_estimate_analyst_count,elo_before,elo_decay,elo_momentum,elo_vol_4q,total_revenue_yoy_growth_lag1,total_revenue_qoq_growth_lag1,total_revenue_ttm_yoy_growth_lag1,actual_eps_yoy_growth_lag1,actual_eps_qoq_growth_lag1,ebitda_yoy_growth_lag1,operating_income_yoy_growth_lag1,gross_margin_yoy_change_lag1,operating_margin_yoy_change_lag1,stock_price_pre,stock_price_post,atm_strike_pre,atm_expiration_pre,atm_call_mid_pre,atm_put_mid_pre,straddle_price_pre,straddle_pct_pre,atm_call_mid_post,atm_put_mid_post,exit_premium,expiry_close,exit_intrinsic_at_expiry,iv_call_pre,iv_put_pre,iv_avg_pre,iv_avg_post,iv_crush_pct,iv_term_slope,atm_open_interest_pre,atm_volume_pre,chain_pc_volume_ratio,dte_pre,actual_move_pct,crush_profitable,crush_pnl_pct,spy_join_date,spy_spot,spy_spy_close,spy_atm_iv_30d,spy_atm_iv_60d,spy_atm_iv_90d,spy_term_slope_30_60,spy_term_slope_30_90,spy_backwardation_flag,spy_iv_25d_put,spy_iv_25d_call,spy_risk_reversal_25d,spy_butterfly_25d,spy_iv_rank_30d,spy_iv_rank_252d,spy_iv_percentile_252d,spy_rv_5d,spy_rv_21d,spy_vrp_30d,spy_vol_expansion,spy_pc_ratio,spy_pc_ratio_z_20d,spy_voi_ratio,spy_voi_ratio_z_20d,spy_spy_ret_5d,spy_spy_ret_21d,spy_spy_dd_from_60d_high,spy_spy_above_200d_ma,spy_vix_close,spy_vix3m_close,spy_vix_minus_atm_iv_30d,entry_premium,exit_cost,exit_source,half_spread,commission,pnl_dollars,pnl_pct_notional
HAS,2024-09-30,2024-10-24,1.0,71.95,63.85,-8.13,3.52,1.28,1.45,1.06,12.0,1.29,1.26,1.2,1.3,0.0,0.0,2.0,1.0,1295330000.0,1332270000.0,1264370000.0,10.0,8285.6,6615.2,1312.0,965.95,-17.74,31.43,-15.23,148.98,100.0,4139.39,212.46,9.58,36.9,70.0,67.5,70.0,2024-11-15,3.325,3.975,7.300000000000001,10.42857142857143,0.575,3.95,4.5249999999999995,62.21,7.789999999999999,0.43438,0.60999,0.522185,0.312435,40.16775663797313,-0.1658549999999999,563.0,187.0,1.2030316949931097,23.0,3.57142857142857,1,6.857142857142861,2024-10-23,595.0,567.8143920898438,0.1417,0.136825,0.1382192857142857,-0.0048749999999999,-0.0034807142857142,1,0.19048,0.1417,0.04878,0.02439,0.3683514942280719,0.287662705414855,0.8087649402390438,0.0756964190949694,0.0941789284329969,0.047521071567003,0.8037511187953609,0.97,-1.9136062937420149,1.7362974115286185,1.8022453233950777,-0.0074016987886722,0.0117102143889258,-0.0112898928411366,1,19.239999771118164,20.040000915527344,5.069999771118164,7.300000000000001,4.5249999999999995,real_post_mid,0.7300000000000001,2.6,201.90000000000012,0.02884285714285716
NWSA,2024-09-30,2024-11-07,1.0,25.91,27.74,12.54,5.12,0.16,0.19,0.14,4.0,0.16,0.16,0.16,0.17,0.0,0.0,0.0,0.0,2564710000.0,2594000000.0,2530500000.0,5.0,3948.0,4476.0,-240.0,536.66,-18.51,-6.6,-12.08,22.22,650.0,-13.38,5.84,0.0,1.67,30.0,30.0,30.0,2024-11-15,0.6499999999999999,2.0250000000000004,2.6750000000000003,8.916666666666668,0.3,0.625,0.925,28.62,1.379999999999999,0.59047,0.79535,0.69291,0.2539,63.357434587464454,-0.35121,219.0,32.0,0.2134387351778656,9.0,0.0,1,8.916666666666668,2024-11-06,605.0,580.6347045898438,0.12219,0.122195,0.1319449999999999,5.000000000005e-06,0.0097549999999999,0,0.15146,0.12219,0.02927,0.014635,0.0,0.1598198948762713,0.5856573705179283,0.262181678515312,0.136448825837753,-0.014258825837753,1.9214652592691697,1.3,0.4548563838146072,8.045159318414525,3.918250458804043,0.0190170213240006,0.0311776393449019,0.0,1,16.270000457763672,17.670000076293945,4.0510004577636725,2.6750000000000003,0.925,real_post_mid,0.2675,2.6,145.65000000000003,0.04855000000000001
CPRT,2024-10-31,2024-11-21,1.0,52.07,52.76,9.28,7.85,0.3665,0.37,0.3592,6.0,0.3665,0.3665,0.3665,0.378,1.0,0.0,0.0,5.0,1099899830.0,1136000000.0,1062371000.0,6.0,-21079.2,-22036.64,-21.12,1104.34,10.32,10.5,10.3,-45.83,18.18,6.96,4.36,-1.13,-2.22,55.0,62.5,55.0,2024-12-20,2.3,1.775,4.074999999999999,7.409090909090908,7.85,0.1,7.949999999999999,58.22,3.219999999999999,0.31731,0.32707,0.32219,0.195365,39.363419100530734,-0.0536599999999999,1932.0,133.0,1.8405797101449275,30.0,13.636363636363647,0,-6.227272727272739,2024-11-20,592.0,580.1040649414062,0.136825,0.136825,0.1451864285714285,0.0,0.0083614285714285,0,0.17097,0.12219,0.04878,0.0097549999999999,0.4604542634404252,0.2557183844832509,0.7848605577689243,0.1157220102566727,0.1416346943605911,-0.0048096943605911,0.8170456453420469,0.98,-1.1556727070227928,0.6010767893838671,-0.612288498149916,-0.0112024380926382,0.0123087360978861,-0.0137952502626492,1,17.15999984741211,18.260000228881836,3.4774998474121084,4.074999999999999,7.949999999999999,real_post_mid,0.4075,2.6,-430.85,-0.07833636363636363
SJM,2024-10-31,2024-11-26,1.0,116.07,114.73,3.46,4.67,2.5053,2.58,2.45,10.0,2.4969,2.4917,2.4917,2.6222,2.0,0.0,4.0,0.0,2264998320.0,2285114830.0,2243800000.0,8.0,10330.4,9274.4,783.68,551.72,17.72,-4.67,1.06,10.41,-1.61,31.87,15.16,1.24,-0.36,115.0,120.0,115.0,2024-12-20,3.3,4.5,7.8,6.782608695652175,5.0,0.975,5.975,109.89,5.109999999999999,0.31731,0.33682,0.327065,0.2197549999999999,32.80999189763503,-0.087805,349.0,188.0,2.127872716558633,25.0,4.347826086956519,1,2.434782608695656,2024-11-25,599.0,587.0103759765625,0.1103471428571428,0.1197525,0.1284642857142857,0.0094053571428571,0.0181171428571428,0,0.1347357142857143,0.0957085714285714,0.0390271428571428,0.004875,0.0,0.0822174273237445,0.250996015936255,0.0286929011686533,0.1380641828191486,-0.0277170399620057,0.207822916724451,0.91,-1.6318254495304425,2.5242269309847565,0.4381750748831873,0.0159482779565465,0.0319322916275481,-0.0020541900673159,1,14.600000381469728,16.8700008392334,3.5652860957554413,7.8,5.975,real_post_mid,0.78,2.6,101.90000000000002,0.008860869565217392
CTAS,2024-11-30,2024-12-19,1.0,217.97,204.16,-16.14,-10.47,1.0175,1.03,1.0,11.0,1.0154,1.0174,1.016,1.0124,3.0,0.0,3.0,7.0,2563434610.0,2576120110.0,2540500000.0,12.0,8424.8,7693.12,449.07,376.31,6.8,3.97,8.61,-70.27,-71.35,11.59,12.08,1.31,1.06,202.5,187.5,202.5,2024-12-20,6.8,6.199999999999999,13.0,6.419753086419753,0.02,14.65,14.669999999999998,186.94,15.560000000000002,0.9612,1.18558,1.07339,0.190485,82.2538872171345,-0.770715,95.0,1.0,1.160919540229885,2.0,7.4074074074074066,0,-0.9876543209876534,2024-12-18,584.0,575.9583740234375,0.185605,0.180725,0.180725,-0.0048799999999999,-0.0048799999999999,1,0.23926,0.1417,0.09756,0.0048749999999999,1.0,0.5810893173758869,0.9840637450199204,0.2137902652169387,0.125921372187118,0.0596836278128819,1.6978076199745369,1.09,-0.6310337493465259,10.50081476253228,4.113811769240102,-0.0348666062484664,-0.0031795991845859,-0.0354222241166574,1,27.6200008392334,24.239999771118164,9.059500839233396,13.0,14.669999999999998,real_post_mid,1.3,2.6,-299.5999999999998,-0.01479506172839505
FDS,2024-11-30,2024-12-19,1.0,481.4,465.91,1.73,5.11,4.2766,4.51,4.17,17.0,4.2528,4.2528,4.252,4.2796,3.0,0.0,4.0,0.0,565046720.0,569600000.0,560000000.0,13.0,4469.6,3618.24,819.08,1427.58,4.32,1.24,5.88,15.3,3.55,15.43,17.74,0.93,4.17,480.0,480.0,480.0,2024-12-20,10.35,14.6,24.950000000000003,5.197916666666667,2.525,0.1,2.625,483.52,3.519999999999982,0.9612,0.76608,0.86364,0.20024,76.81441341299616,-0.614625,18.0,18.0,0.6135458167330677,2.0,0.0,1,5.197916666666667,2024-12-18,584.0,575.9583740234375,0.185605,0.180725,0.180725,-0.0048799999999999,-0.0048799999999999,1,0.23926,0.1417,0.09756,0.0048749999999999,1.0,0.5810893173758869,0.9840637450199204,0.2137902652169387,0.125921372187118,0.0596836278128819,1.6978076199745369,1.09,-0.6310337493465259,10.50081476253228,4.113811769240102,-0.0348666062484664,-0.0031795991845859,-0.0354222241166574,1,27.6200008392334,24.239999771118164,9.059500839233396,24.95,2.625,real_post_mid,2.495,2.6,1980.3999999999999,0.04125833333333333
FDX,2024-11-30,2024-12-19,0.0,293.06,254.64,-5.86,8.34,4.0569,4.7,3.65,23.0,4.0569,4.0569,4.0569,4.5148,0.0,0.0,0.0,7.0,22092234450.0,22513000000.0,21758000000.0,20.0,5308.0,8078.88,-565.15,1582.49,-0.47,-0.73,-1.77,-20.88,-6.74,-14.2,-24.03,-1.46,-1.73,272.5,275.0,272.5,2024-12-20,15.15,13.85,29.0,10.642201834862384,3.375,0.12,3.495,275.73,3.230000000000018,1.83922,1.76118,1.8002,0.24414,86.43817353627374,-1.31704,14.0,24.0,0.4446608762294035,2.0,0.917431192660545,1,9.72477064220184,2024-12-18,584.0,575.9583740234375,0.185605,0.180725,0.180725,-0.0048799999999999,-0.0048799999999999,1,0.23926,0.1417,0.09756,0.0048749999999999,1.0,0.5810893173758869,0.9840637450199204,0.2137902652169387,0.125921372187118,0.0596836278128819,1.6978076199745369,1.09,-0.6310337493465259,10.50081476253228,4.113811769240102,-0.0348666062484664,-0.0031795991845859,-0.0354222241166574,1,27.6200008392334,24.239999771118164,9.059500839233396,29.0,3.495,real_post_mid,2.9000000000000004,2.6,2257.8999999999996,0.08285871559633026
LW,2024-11-30,2024-12-19,0.0,75.07,65.44,-16.74,-4.49,1.0052,1.08,0.86,10.0,1.033,1.0546,1.0778,1.2078,0.0,0.0,0.0,0.0,1673449580.0,1685045000.0,1664806250.0,9.0,1423.2,3350.88,-675.41,1188.73,-0.67,13.43,15.47,-55.21,-39.17,-23.08,-43.08,-8.95,-8.69,80.0,62.5,80.0,2024-12-20,3.175,4.8,7.975,9.96875,0.02,17.45,17.47,62.09,17.909999999999997,1.7124,1.65386,1.68313,0.3856,77.09030199687487,-1.27314,1810.0,113.0,0.8105844618674269,2.0,21.875,0,-11.90625,2024-12-18,584.0,575.9583740234375,0.185605,0.180725,0.180725,-0.0048799999999999,-0.0048799999999999,1,0.23926,0.1417,0.09756,0.0048749999999999,1.0,0.5810893173758869,0.9840637450199204,0.2137902652169387,0.125921372187118,0.0596836278128819,1.6978076199745369,1.09,-0.6310337493465259,10.50081476253228,4.113811769240102,-0.0348666062484664,-0.0031795991845859,-0.0354222241166574,1,27.6200008392334,24.239999771118164,9.059500839233396,7.975,17.47,real_post_mid,0.7975,2.6,-1031.8499999999997,-0.12898124999999996
NKE,2024-11-30,2024-12-19,1.0,73.91,86.52,4.32,-10.89,0.6326,0.67,0.59,20.0,0.6434,0.6472,0.6472,0.812,0.0,0.0,1.0,6.0,12110632120.0,12267500000.0,11805000000.0,25.0,-112.8,-52.32,311.66,749.5,-10.43,-6.76,-3.2,-25.53,-9.09,-22.18,-24.63,1.15,-1.97,77.0,77.0,77.0,2024-12-20,3.2,2.925,6.125,7.954545454545454,0.02,0.04,0.06,76.94,0.0600000000000022,1.42948,1.26363,1.346555,0.2148749999999999,84.04261244434873,-0.8780299999999999,1361.0,97.0,0.6195396048577125,2.0,0.0,1,7.954545454545454,2024-12-18,584.0,575.9583740234375,0.185605,0.180725,0.180725,-0.0048799999999999,-0.0048799999999999,1,0.23926,0.1417,0.09756,0.0048749999999999,1.0,0.5810893173758869,0.9840637450199204,0.2137902652169387,0.125921372187118,0.0596836278128819,1.6978076199745369,1.09,-0.6310337493465259,10.50081476253228,4.113811769240102,-0.0348666062484664,-0.0031795991845859,-0.0354222241166574,1,27.6200008392334,24.239999771118164,9.059500839233396,6.125,0.06,real_post_mid,0.6125,2.6,542.65,0.07047402597402597
PAYX,2024-11-30,2024-12-19,1.0,140.66,133.26,-2.03,3.41,1.1231,1.1316,1.11,15.0,1.1243,1.1239,1.1274,1.1541,0.0,0.0,2.0,12.0,1312839390.0,1314800000.0,1309400000.0,11.0,1554.4,1509.12,60.66,108.17,2.53,-8.39,4.11,3.51,-14.49,1.0,1.94,-0.81,-0.24,135.0,140.0,135.0,2024-12-20,4.65,3.775,8.425,6.240740740740741,4.2,0.05,4.25,139.54,4.539999999999992,1.049,1.049,1.049,0.185605,82.30648236415634,-0.795105,261.0,24.0,1.4400274160383824,2.0,3.703703703703698,1,2.5370370370370434,2024-12-18,584.0,575.9583740234375,0.185605,0.180725,0.180725,-0.0048799999999999,-0.0048799999999999,1,0.23926,0.1417,0.09756,0.0048749999999999,1.0,0.5810893173758869,0.9840637450199204,0.2137902652169387,0.125921372187118,0.0596836278128819,1.6978076199745369,1.09,-0.6310337493465259,10.50081476253228,4.113811769240102,-0.0348666062484664,-0.0031795991845859,-0.0354222241166574,1,27.6200008392334,24.239999771118164,9.059500839233396,8.425,4.25,real_post_mid,0.8425000000000001,2.6,330.65000000000003,0.024492592592592594
