strategy,entry_date,exit_date,entry_strike,entry_expiration,contracts,entry_premium_ps,mid_premium_ps,exit_value_ps,margin,premium_received_cash,entry_commission,entry_call_src,entry_put_src,exit_call_src,exit_put_src,wide_spread_any,phase2_pnl_pct_5d,realized,gross_pnl,net_pnl,exit_commission,total_commission
always_short,2024-07-16,2024-07-23,571.0,2024-08-16,6,14.420000000000002,14.61,19.87,2000.0,8652.000000000002,7.800000000000001,bid_ask,bid_ask,bid_ask,bid_ask,False,-0.3206707734428475,True,-3269.999999999999,-3285.599999999999,7.800000000000001,15.600000000000001
always_short,2024-07-17,2024-07-24,563.0,2024-08-16,6,15.379999999999999,15.52,23.14,2000.0,9228.0,7.800000000000001,bid_ask,bid_ask,bid_ask,bid_ask,False,-0.4674613402061855,True,-4656.000000000001,-4671.600000000001,7.800000000000001,15.600000000000001
always_short,2024-07-18,2024-07-25,559.0,2024-08-16,6,15.8,16.005,22.76,2000.0,9480.0,7.800000000000001,bid_ask,bid_ask,bid_ask,bid_ask,False,-0.4070602936582319,True,-4176.000000000001,-4191.600000000001,7.800000000000001,15.600000000000001
always_short,2024-07-19,2024-07-26,570.0,2024-08-16,4,22.779999999999998,22.96,26.29,2000.0,9111.999999999998,5.2,bid_ask,bid_ask,bid_ask,bid_ask,False,-0.1374128919860627,True,-1404.0000000000007,-1414.4000000000008,5.2,10.4
always_short,2024-07-22,2024-07-29,575.0,2024-08-23,4,22.02,22.22,31.04,2000.0,8808.0,5.2,bid_ask,bid_ask,bid_ask,bid_ask,False,-0.387938793879388,True,-3608.0,-3618.4,5.2,10.4
always_short,2024-07-23,2024-07-30,575.0,2024-08-23,4,21.2,22.94,38.13,2000.0,8480.0,5.2,bid_ask,bid_ask,bid_ask,bid_ask,False,-0.5819529206625976,True,-6772.000000000001,-6782.400000000001,5.2,10.4
always_short,2024-07-24,2024-07-31,563.0,2024-08-23,4,23.209999999999997,23.635,17.4,2000.0,9283.999999999998,5.2,bid_ask,bid_ask,bid_ask,bid_ask,False,0.2815739369579013,True,2323.9999999999995,2313.5999999999995,5.2,10.4
always_short,2024-07-25,2024-08-01,560.0,2024-08-23,4,23.89,24.145,22.0,2000.0,9556.0,5.2,bid_ask,bid_ask,bid_ask,bid_ask,False,0.1051977635121141,True,756.0000000000002,745.6000000000003,5.2,10.4
always_short,2024-07-26,2024-08-02,565.0,2024-08-23,4,22.49,22.72,33.51,2000.0,8996.0,5.2,bid_ask,bid_ask,bid_ask,bid_ask,False,-0.4540052816901407,True,-4408.0,-4418.4,5.2,10.4
always_short,2024-07-29,2024-08-05,565.0,2024-08-30,4,23.34,23.55,47.92,2000.0,9336.0,5.2,bid_ask,bid_ask,bid_ask,bid_ask,False,-1.004246284501062,True,-9832.0,-9842.4,5.2,10.4
always_short,2024-07-30,2024-08-06,559.0,2024-08-30,4,22.22,23.83,38.2,2000.0,8888.0,5.2,bid_ask,bid_ask,bid_ask,bid_ask,False,-0.5826689047419222,True,-6392.000000000002,-6402.4000000000015,5.2,10.4
always_short,2024-07-31,2024-08-07,572.0,2024-08-30,4,22.48,22.96,54.05,2000.0,8992.0,5.2,bid_ask,bid_ask,bid_ask,bid_ask,False,-1.325566202090592,True,-12627.999999999998,-12638.399999999998,5.2,10.4
always_short,2024-08-01,2024-08-08,561.0,2024-08-30,4,23.21,23.61,31.17,2000.0,9284.0,5.2,bid_ask,bid_ask,bid_ask,bid_ask,False,-0.3079203727234222,True,-3184.0000000000005,-3194.4000000000005,5.2,10.4
always_short,2024-08-02,2024-08-09,550.0,2024-08-30,4,23.85,24.355,20.67,2000.0,9540.0,5.2,bid_ask,bid_ask,bid_ask,bid_ask,False,0.1683432560049271,True,1272.0,1261.6,5.2,10.4
always_short,2024-08-05,2024-08-12,535.0,2024-09-06,3,32.17,33.03,19.490000000000002,2000.0,9651.0,3.9000000000000004,bid_ask,bid_ask,bid_ask,bid_ask,False,0.4125037844383893,True,3804.0,3796.2,3.9000000000000004,7.800000000000001
always_short,2024-08-06,2024-08-13,523.0,2024-09-06,3,26.86,27.035,27.17,2000.0,8058.0,3.9000000000000004,bid_ask,bid_ask,bid_ask,bid_ask,False,-0.0005548363232846,True,-93.00000000000068,-100.80000000000068,3.9000000000000004,7.800000000000001
always_short,2024-08-07,2024-08-14,520.0,2024-09-06,3,26.490000000000002,26.755,29.96,2000.0,7947.0,3.9000000000000004,bid_ask,bid_ask,bid_ask,bid_ask,False,-0.1154924313212484,True,-1040.9999999999995,-1048.7999999999995,3.9000000000000004,7.800000000000001
always_short,2024-08-08,2024-08-15,532.0,2024-09-06,4,23.11,23.205,25.69,2000.0,9244.0,5.2,bid_ask,bid_ask,bid_ask,bid_ask,False,-0.1025641025641026,True,-1032.0000000000007,-1042.4000000000008,5.2,10.4
always_short,2024-08-09,2024-08-16,533.0,2024-09-06,4,20.39,20.48,26.009999999999998,2000.0,8156.0,5.2,bid_ask,bid_ask,bid_ask,bid_ask,False,-0.2602539062500001,True,-2247.999999999999,-2258.399999999999,5.2,10.4
always_short,2024-08-12,2024-08-19,533.0,2024-09-13,4,22.1,22.195,30.91,2000.0,8840.0,5.2,bid_ask,bid_ask,bid_ask,bid_ask,False,-0.3879252083802656,True,-3523.9999999999995,-3534.3999999999996,5.2,10.4
always_short,2024-08-13,2024-08-20,542.0,2024-09-13,5,19.61,19.700000000000003,24.28,2000.0,9805.0,6.5,bid_ask,bid_ask,bid_ask,bid_ask,False,-0.2279187817258882,True,-2335.000000000001,-2348.000000000001,6.5,13.0
always_short,2024-08-14,2024-08-21,545.0,2024-09-13,5,17.34,17.415,23.11,2000.0,8670.0,6.5,bid_ask,bid_ask,bid_ask,bid_ask,False,-0.3212747631352282,True,-2885.0,-2898.0,6.5,13.0
always_short,2024-08-15,2024-08-22,553.0,2024-09-13,6,15.96,16.025,16.66,2000.0,9576.0,7.800000000000001,bid_ask,bid_ask,bid_ask,bid_ask,False,-0.035569422776911,True,-419.99999999999955,-435.59999999999957,7.800000000000001,15.600000000000001
always_short,2024-08-16,2024-08-23,575.0,2024-09-13,4,21.29,21.57,15.969999999999999,2000.0,8516.0,5.2,bid_ask,bid_ask,bid_ask,bid_ask,False,0.2702828001854427,True,2128.0,2117.6,5.2,10.4
always_short,2024-08-19,2024-08-26,577.0,2024-09-20,4,20.05,20.37,19.4,2000.0,8020.0,5.2,bid_ask,bid_ask,bid_ask,bid_ask,False,0.0594010800196367,True,260.00000000000085,249.60000000000085,5.2,10.4
always_short,2024-08-20,2024-08-27,577.0,2024-09-20,4,20.2,20.535,17.99,2000.0,8080.0,5.2,bid_ask,bid_ask,bid_ask,bid_ask,False,0.1341611882152422,True,884.0000000000003,873.6000000000004,5.2,10.4
always_short,2024-08-21,2024-08-28,578.0,2024-09-20,4,19.93,20.155,22.16,2000.0,7972.0,5.2,bid_ask,bid_ask,bid_ask,bid_ask,False,-0.0702059042421235,True,-892.0000000000002,-902.4000000000002,5.2,10.4
always_short,2024-08-22,2024-08-29,574.0,2024-09-20,4,20.25,20.59,17.509999999999998,2000.0,8100.0,5.2,bid_ask,bid_ask,bid_ask,bid_ask,False,0.1646430305973774,True,1096.000000000001,1085.6000000000008,5.2,10.4
always_short,2024-08-23,2024-08-30,580.0,2024-09-20,4,19.93,20.265,18.46,2000.0,7972.0,5.2,bid_ask,bid_ask,bid_ask,bid_ask,False,0.0989390574882802,True,587.9999999999995,577.5999999999996,5.2,10.4
always_short,2024-08-26,2024-09-03,578.0,2024-09-27,4,20.23,20.455,27.209999999999997,2000.0,8092.0,5.2,bid_ask,bid_ask,bid_ask,bid_ask,False,-0.3011488633585918,True,-2791.9999999999986,-2802.3999999999987,5.2,10.4
always_short,2024-08-27,2024-09-04,579.0,2024-09-27,5,19.54,19.715,29.89,2000.0,9770.0,6.5,bid_ask,bid_ask,bid_ask,bid_ask,False,-0.4935328430129343,True,-5175.000000000001,-5188.000000000001,6.5,13.0
always_short,2024-08-28,2024-09-05,575.0,2024-09-27,4,19.51,20.11,26.779999999999998,2000.0,7804.000000000001,5.2,bid_ask,bid_ask,bid_ask,bid_ask,False,-0.2998508204873198,True,-2907.999999999998,-2918.3999999999983,5.2,10.4
always_short,2024-08-29,2024-09-06,576.0,2024-09-27,5,18.6,18.94,37.26,2000.0,9300.000000000002,6.5,bid_ask,bid_ask,bid_ask,bid_ask,False,-0.9416578669482576,True,-9329.999999999998,-9342.999999999998,6.5,13.0
always_short,2024-08-30,2024-09-09,580.0,2024-09-30,5,18.759999999999998,18.93,34.400000000000006,2000.0,9379.999999999998,6.5,bid_ask,bid_ask,bid_ask,bid_ask,False,-0.7971473851030113,True,-7820.000000000004,-7833.000000000004,6.5,13.0
always_short,2024-09-03,2024-09-10,569.0,2024-10-04,4,20.72,21.405,23.22,2000.0,8288.0,5.2,bid_ask,bid_ask,bid_ask,bid_ask,False,-0.07544966129409,True,-1000.0,-1010.4,5.2,10.4
always_short,2024-09-04,2024-09-11,566.0,2024-10-04,4,21.14,21.57,17.73,2000.0,8456.0,5.2,bid_ask,bid_ask,bid_ask,bid_ask,False,0.1928604543347241,True,1364.0,1353.6,5.2,10.4
always_short,2024-09-05,2024-09-12,565.0,2024-10-04,4,19.310000000000002,20.88,15.780000000000001,2000.0,7724.000000000001,5.2,bid_ask,bid_ask,bid_ask,bid_ask,False,0.2607758620689654,True,1412.0000000000005,1401.6000000000004,5.2,10.4
always_short,2024-09-12,2024-09-19,559.0,2024-10-11,5,17.57,17.87,19.27,2000.0,8785.0,6.5,bid_ask,bid_ask,bid_ask,bid_ask,False,-0.0556799104644654,True,-849.9999999999998,-862.9999999999998,6.5,13.0
